Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
28,CE,969,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-28-04,Historical event,The Byzantine Empire recovers Antioch from Arab rule.,The Byzantine Empire recovers Antioch from Arab rule.,"October 28, 969 CE",https://en.wikipedia.org/wiki/October_28,0969-10-28,"October 28, 969 CE",October 28 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1344,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-28-05,Historical event,The lower town of Smyrna is captured by Latin Christians in response to Aydınid piracy during the Smyrniote crusades.,The lower town of Smyrna is captured by Latin Christians in response to Aydınid piracy during the Smyrniote crusades.,"October 28, 1344 CE",https://en.wikipedia.org/wiki/October_28,1344-10-28,"October 28, 1344 CE",October 28 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1420,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-28-06,Historical event,Beijing is officially designated the capital of the Ming dynasty when the Forbidden City is completed.,Beijing is officially designated the capital of the Ming dynasty when the Forbidden City is completed.,"October 28, 1420 CE",https://en.wikipedia.org/wiki/October_28,1420-10-28,"October 28, 1420 CE",October 28 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1628,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-28-07,Conflict or political event,French Wars of Religion: The Siege of La Rochelle ends with the surrender of the Huguenots after fourteen months.,French Wars of Religion: The Siege of La Rochelle ends with the surrender of the Huguenots after fourteen months.,"October 28, 1628 CE",https://en.wikipedia.org/wiki/October_28,1628-10-28,"October 28, 1628 CE",October 28 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1636,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-28-08,Cultural or educational event,"The Massachusetts Bay Colony votes to establish a theological college, which would later become Harvard University.","The Massachusetts Bay Colony votes to establish a theological college, which would later become Harvard University.","October 28, 1636 CE",https://en.wikipedia.org/wiki/October_28,1636-10-28,"October 28, 1636 CE",October 28 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1640,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-28-09,Conflict or political event,"The Treaty of Ripon is signed, ending the hostilities of the Second Bishops' War.","The Treaty of Ripon is signed, ending the hostilities of the Second Bishops' War.","October 28, 1640 CE",https://en.wikipedia.org/wiki/October_28,1640-10-28,"October 28, 1640 CE",October 28 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1664,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-28-10,Historical event,"The Duke of York and Albany's Maritime Regiment of Foot, later to be known as the Royal Marines, is established.","The Duke of York and Albany's Maritime Regiment of Foot, later to be known as the Royal Marines, is established.","October 28, 1664 CE",https://en.wikipedia.org/wiki/October_28,1664-10-28,"October 28, 1664 CE",October 28 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1707,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Asia,GHC-OCT-28-11,Disaster,"The 1707 Hōei earthquake causes more than 5,000 deaths in Japan.","The 1707 Hōei earthquake causes more than 5,000 deaths in Japan.","October 28, 1707 CE",https://en.wikipedia.org/wiki/October_28,1707-10-28,"October 28, 1707 CE",October 28 — Wikipedia,Exact day in source chronology,Disaster history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1726,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-28-12,Cultural or educational event,The novel Gulliver's Travels written by Jonathan Swift is published.,The novel Gulliver's Travels written by Jonathan Swift is published.,"October 28, 1726 CE",https://en.wikipedia.org/wiki/October_28,1726-10-28,"October 28, 1726 CE",October 28 — Wikipedia,Exact day in source chronology,"Culture, literature and education",Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1746,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-28-13,Disaster,"The 1746 Lima–Callao earthquake causes up to 6,000 deaths in Peru, the deadliest in its history up to that point.","The 1746 Lima–Callao earthquake causes up to 6,000 deaths in Peru, the deadliest in its history up to that point.","October 28, 1746 CE",https://en.wikipedia.org/wiki/October_28,1746-10-28,"October 28, 1746 CE",October 28 — Wikipedia,Exact day in source chronology,Disaster history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1918,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-28-14,Conflict or political event,"World War I: A new Polish government in western Galicia is established, triggering the Polish–Ukrainian War.","World War I: A new Polish government in western Galicia is established, triggering the Polish–Ukrainian War.","October 28, 1918 CE",https://en.wikipedia.org/wiki/October_28,1918-10-28,"October 28, 1918 CE",October 28 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1918,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-28-15,Conflict or political event,"World War I: Czech politicians peacefully take over the city of Prague, thus establishing the First Czechoslovak Republic.","World War I: Czech politicians peacefully take over the city of Prague, thus establishing the First Czechoslovak Republic.","October 28, 1918 CE",https://en.wikipedia.org/wiki/October_28,1918-10-28,"October 28, 1918 CE",October 28 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1919,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-28-16,Political event,"The U.S. Congress passes the Volstead Act over President Woodrow Wilson's veto, paving the way for Prohibition to begin the following January.","The U.S. Congress passes the Volstead Act over President Woodrow Wilson's veto, paving the way for Prohibition to begin the following January.","October 28, 1919 CE",https://en.wikipedia.org/wiki/October_28,1919-10-28,"October 28, 1919 CE",October 28 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1922,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-28-17,Historical event,Italian fascists led by Benito Mussolini march on Rome and take over the Italian government.,Italian fascists led by Benito Mussolini march on Rome and take over the Italian government.,"October 28, 1922 CE",https://en.wikipedia.org/wiki/October_28,1922-10-28,"October 28, 1922 CE",October 28 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1928,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Asia,GHC-OCT-28-18,Historical event,"Indonesia Raya, now the national anthem of Indonesia, is first played during the Second Indonesian Youth Congress.","Indonesia Raya, now the national anthem of Indonesia, is first played during the Second Indonesian Youth Congress.","October 28, 1928 CE",https://en.wikipedia.org/wiki/October_28,1928-10-28,"October 28, 1928 CE",October 28 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1940,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-28-19,Conflict or political event,World War II: Greece rejects Italy's ultimatum. Italy invades Greece through Albania a few hours later.,World War II: Greece rejects Italy's ultimatum. Italy invades Greece through Albania a few hours later.,"October 28, 1940 CE",https://en.wikipedia.org/wiki/October_28,1940-10-28,"October 28, 1940 CE",October 28 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
28,CE,1942,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-28-20,Historical event,The Alaska Highway first connects Alaska to the North American railway network at Dawson Creek in Canada.,The Alaska Highway first connects Alaska to the North American railway network at Dawson Creek in Canada.,"October 28, 1942 CE",https://en.wikipedia.org/wiki/October_28,1942-10-28,"October 28, 1942 CE",October 28 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,312,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-29-01,Conflict or political event,"Constantine the Great enters Rome after his victory at the Battle of the Milvian Bridge, stages a grand adventus in the city, and is met with popular jubilation. Maxentius' body is fished out of the Tiber and beheaded.","Constantine the Great enters Rome after his victory at the Battle of the Milvian Bridge, stages a grand adventus in the city, and is met with popular jubilation. Maxentius' body is fished out of the Tiber and beheaded.","October 29, 312 CE",https://en.wikipedia.org/wiki/October_29,0312-10-29,"October 29, 312 CE",October 29 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,437,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-02,Political event,"Valentinian III, Western Roman Emperor, marries Licinia Eudoxia, daughter of his cousin Theodosius II, Eastern Roman Emperor in Constantinople unifying the two branches of the House of Theodosius.","Valentinian III, Western Roman Emperor, marries Licinia Eudoxia, daughter of his cousin Theodosius II, Eastern Roman Emperor in Constantinople unifying the two branches of the House of Theodosius.","October 29, 437 CE",https://en.wikipedia.org/wiki/October_29,0437-10-29,"October 29, 437 CE",October 29 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1390,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-03,Historical event,First trial for witchcraft in Paris leading to the death of three people.,First trial for witchcraft in Paris leading to the death of three people.,"October 29, 1390 CE",https://en.wikipedia.org/wiki/October_29,1390-10-29,"October 29, 1390 CE",October 29 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1467,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-04,Conflict or political event,Battle of Brustem: Charles the Bold defeats Prince-Bishopric of Liège.,Battle of Brustem: Charles the Bold defeats Prince-Bishopric of Liège.,"October 29, 1467 CE",https://en.wikipedia.org/wiki/October_29,1467-10-29,"October 29, 1467 CE",October 29 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1463,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-05,Historical event,"Alessandro Achillini, Italian physician and philosopher (died 1512)","Alessandro Achillini, Italian physician and philosopher (died 1512)","October 29, 1463 CE",https://en.wikipedia.org/wiki/October_29,1463-10-29,"October 29, 1463 CE",October 29 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1497,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-06,Historical event,"Benedetto Accolti the Younger, Italian cardinal (died 1549)","Benedetto Accolti the Younger, Italian cardinal (died 1549)","October 29, 1497 CE",https://en.wikipedia.org/wiki/October_29,1497-10-29,"October 29, 1497 CE",October 29 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1611,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-29-07,Political event,"Russian homage to the King of Poland, Sigismund III Vasa.","Russian homage to the King of Poland, Sigismund III Vasa.","October 29, 1611 CE",https://en.wikipedia.org/wiki/October_29,1611-10-29,"October 29, 1611 CE",October 29 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1621,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-29-08,Conflict or political event,The London Pageant of 1621 celebrates the inauguration of Edward Barkham (Lord Mayor).,The London Pageant of 1621 celebrates the inauguration of Edward Barkham (Lord Mayor).,"October 29, 1621 CE",https://en.wikipedia.org/wiki/October_29,1621-10-29,"October 29, 1621 CE",October 29 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1658,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-09,Conflict or political event,Second Northern War: Naval forces of the Dutch Republic defeat the Swedes in the Battle of the Sound.,Second Northern War: Naval forces of the Dutch Republic defeat the Swedes in the Battle of the Sound.,"October 29, 1658 CE",https://en.wikipedia.org/wiki/October_29,1658-10-29,"October 29, 1658 CE",October 29 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1665,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-10,Political event,"Portuguese forces defeat the Kingdom of Kongo and decapitate King António I of Kongo, also known as Nvita a Nkanga.","Portuguese forces defeat the Kingdom of Kongo and decapitate King António I of Kongo, also known as Nvita a Nkanga.","October 29, 1665 CE",https://en.wikipedia.org/wiki/October_29,1665-10-29,"October 29, 1665 CE",October 29 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1675,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-11,Historical event,Leibniz makes the first use of the long s (∫) as a symbol of the integral in calculus.,Leibniz makes the first use of the long s (∫) as a symbol of the integral in calculus.,"October 29, 1675 CE",https://en.wikipedia.org/wiki/October_29,1675-10-29,"October 29, 1675 CE",October 29 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1792,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-12,Historical event,"Mount Hood (Oregon) is named after Samuel Hood, 1st Viscount Hood by Lt. William E. Broughton who sighted the mountain near the mouth of the Willamette River.","Mount Hood (Oregon) is named after Samuel Hood, 1st Viscount Hood by Lt. William E. Broughton who sighted the mountain near the mouth of the Willamette River.","October 29, 1792 CE",https://en.wikipedia.org/wiki/October_29,1792-10-29,"October 29, 1792 CE",October 29 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1863,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-13,Historical event,Eighteen countries meet in Geneva and agree to form the International Red Cross.,Eighteen countries meet in Geneva and agree to form the International Red Cross.,"October 29, 1863 CE",https://en.wikipedia.org/wiki/October_29,1863-10-29,"October 29, 1863 CE",October 29 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1914,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-29-14,Conflict or political event,World War I : the Ottoman Empire enters the war on the side of the Central Powers.,World War I : the Ottoman Empire enters the war on the side of the Central Powers.,"October 29, 1914 CE",https://en.wikipedia.org/wiki/October_29,1914-10-29,"October 29, 1914 CE",October 29 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1918,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-15,Conflict or political event,"World War I: the German High Seas Fleet is incapacitated when sailors mutiny, an action which would trigger the German Revolution of 1918–19.","World War I: the German High Seas Fleet is incapacitated when sailors mutiny, an action which would trigger the German Revolution of 1918–19.","October 29, 1918 CE",https://en.wikipedia.org/wiki/October_29,1918-10-29,"October 29, 1918 CE",October 29 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1923,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-29-16,Historical event,Turkey becomes a republic following the dissolution of the Ottoman Empire.,Turkey becomes a republic following the dissolution of the Ottoman Empire.,"October 29, 1923 CE",https://en.wikipedia.org/wiki/October_29,1923-10-29,"October 29, 1923 CE",October 29 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1929,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-29-17,Disaster,"Black Tuesday: The New York Stock Exchange crashes, ending the Great Bull Market of the 1920s and eventually contributing to the Great Depression.","Black Tuesday: The New York Stock Exchange crashes, ending the Great Bull Market of the 1920s and eventually contributing to the Great Depression.","October 29, 1929 CE",https://en.wikipedia.org/wiki/October_29,1929-10-29,"October 29, 1929 CE",October 29 — Wikipedia,Exact day in source chronology,Disaster history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1941,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-18,Historical event,"The Holocaust: In the Kaunas Ghetto, over 10,000 Jews are shot by German occupiers at the Ninth Fort, a massacre known as the ""Great Action"".","The Holocaust: In the Kaunas Ghetto, over 10,000 Jews are shot by German occupiers at the Ninth Fort, a massacre known as the ""Great Action"".","October 29, 1941 CE",https://en.wikipedia.org/wiki/October_29,1941-10-29,"October 29, 1941 CE",October 29 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1944,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-29-19,Conflict or political event,World War II: The Dutch city of Breda is liberated by 1st Polish Armoured Division.,World War II: The Dutch city of Breda is liberated by 1st Polish Armoured Division.,"October 29, 1944 CE",https://en.wikipedia.org/wiki/October_29,1944-10-29,"October 29, 1944 CE",October 29 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
29,CE,1944,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-29-20,Conflict or political event,World War II: The Soviet Red Army enters Hungary.,World War II: The Soviet Red Army enters Hungary.,"October 29, 1944 CE",https://en.wikipedia.org/wiki/October_29,1944-10-29,"October 29, 1944 CE",October 29 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,130,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Africa,GHC-OCT-30-01,Political event,"Emperor Hadrian establishes the city of Antinoöpolis on the Nile in honour of his companion Antinous, creating a new Hellenizing foundation in Roman Egypt.","Emperor Hadrian establishes the city of Antinoöpolis on the Nile in honour of his companion Antinous, creating a new Hellenizing foundation in Roman Egypt.","October 30, 130 CE",https://en.wikipedia.org/wiki/October_30,0130-10-30,"October 30, 130 CE",October 30 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,637,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-30-02,Conflict or political event,Arab–Byzantine wars: Antioch surrenders to the Rashidun Caliphate after the Battle of the Iron Bridge.,Arab–Byzantine wars: Antioch surrenders to the Rashidun Caliphate after the Battle of the Iron Bridge.,"October 30, 637 CE",https://en.wikipedia.org/wiki/October_30,0637-10-30,"October 30, 637 CE",October 30 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,758,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Middle East,GHC-OCT-30-03,Historical event,Guangzhou is sacked by Arab and Persian pirates.,Guangzhou is sacked by Arab and Persian pirates.,"October 30, 758 CE",https://en.wikipedia.org/wiki/October_30,0758-10-30,"October 30, 758 CE",October 30 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1137,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-30-04,Conflict or political event,"Ranulf of Apulia defeats Roger II of Sicily at the Battle of Rignano, securing his position as duke until his death two years later.","Ranulf of Apulia defeats Roger II of Sicily at the Battle of Rignano, securing his position as duke until his death two years later.","October 30, 1137 CE",https://en.wikipedia.org/wiki/October_30,1137-10-30,"October 30, 1137 CE",October 30 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1270,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Africa,GHC-OCT-30-05,Political event,"The Eighth Crusade ends by an agreement between Charles I of Anjou (replacing his deceased brother King Louis IX of France) and the Hafsid dynasty of Tunis, Tunisia.","The Eighth Crusade ends by an agreement between Charles I of Anjou (replacing his deceased brother King Louis IX of France) and the Hafsid dynasty of Tunis, Tunisia.","October 30, 1270 CE",https://en.wikipedia.org/wiki/October_30,1270-10-30,"October 30, 1270 CE",October 30 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,International,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1340,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-30-06,Conflict or political event,Reconquista: Portuguese and Castilian forces halt a Muslim invasion at the Battle of Río Salado.,Reconquista: Portuguese and Castilian forces halt a Muslim invasion at the Battle of Río Salado.,"October 30, 1340 CE",https://en.wikipedia.org/wiki/October_30,1340-10-30,"October 30, 1340 CE",October 30 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1657,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-30-07,Conflict or political event,Anglo-Spanish War: Spanish forces fail to retake Jamaica at the Battle of Ocho Rios.,Anglo-Spanish War: Spanish forces fail to retake Jamaica at the Battle of Ocho Rios.,"October 30, 1657 CE",https://en.wikipedia.org/wiki/October_30,1657-10-30,"October 30, 1657 CE",October 30 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1806,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-30-08,Conflict or political event,"War of the Fourth Coalition: Convinced that he is facing a much larger force, Prussian General von Romberg, commanding 5,300 men, surrenders the city of Stettin to 800 French soldiers.","War of the Fourth Coalition: Convinced that he is facing a much larger force, Prussian General von Romberg, commanding 5,300 men, surrenders the city of Stettin to 800 French soldiers.","October 30, 1806 CE",https://en.wikipedia.org/wiki/October_30,1806-10-30,"October 30, 1806 CE",October 30 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1817,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-30-09,Political event,Simón Bolívar becomes President of the Third Republic of Venezuela.,Simón Bolívar becomes President of the Third Republic of Venezuela.,"October 30, 1817 CE",https://en.wikipedia.org/wiki/October_30,1817-10-30,"October 30, 1817 CE",October 30 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1831,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Americas,GHC-OCT-30-10,Historical event,Nat Turner is arrested for leading the bloodiest slave rebellion in United States history.,Nat Turner is arrested for leading the bloodiest slave rebellion in United States history.,"October 30, 1831 CE",https://en.wikipedia.org/wiki/October_30,1831-10-30,"October 30, 1831 CE",October 30 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1836,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-30-11,Conflict or political event,Louis Napoleon launches the unsuccessful Strasbourg Coup to overthrow the July Monarchy in France,Louis Napoleon launches the unsuccessful Strasbourg Coup to overthrow the July Monarchy in France,"October 30, 1836 CE",https://en.wikipedia.org/wiki/October_30,1836-10-30,"October 30, 1836 CE",October 30 — Wikipedia,Exact day in source chronology,Military and political history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1858,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,Europe,GHC-OCT-30-12,Historical event,"Approximately 20 people die in Bradford, England, UK, after being poisoned from ingesting sweets that had been accidentally adulterated with arsenic trioxide.","Approximately 20 people die in Bradford, England, UK, after being poisoned from ingesting sweets that had been accidentally adulterated with arsenic trioxide.","October 30, 1858 CE",https://en.wikipedia.org/wiki/October_30,1858-10-30,"October 30, 1858 CE",October 30 — Wikipedia,Exact day in source chronology,General historical chronology,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
30,CE,1863,October,Date follows the Gregorian day chronology used by the source; for early events this may be a conventional/proleptic date.,,GHC-OCT-30-13,Political event,"Danish Prince Vilhelm arrives in Athens to assume his throne as George I, King of the Hellenes.","Danish Prince Vilhelm arrives in Athens to assume his throne as George I, King of the Hellenes.","October 30, 1863 CE",https://en.wikipedia.org/wiki/October_30,1863-10-30,"October 30, 1863 CE",October 30 — Wikipedia,Exact day in source chronology,Political and independence history,Gregorian (source chronology),Target met,National or regional,Secondary reference chronology,20,Verified against source chronology,20,70
