Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Source 2 URL,Calendar date,City location,Original date,Source 1 name,Source 2 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,People involved,Historical entity,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
25,CE,138,February,Antoninus Pius was adopted as Hadrian's son and successor. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-25-0138-01,political,"Roman emperor Hadrian adopts Antoninus Pius as his son, effectively making him his successor.","Roman emperor Hadrian adopts Antoninus Pius as his son, effectively making him his successor.",25 February 138 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 138",Wikipedia — February 25,,exact,Imperial succession,Italy,Gregorian calendar date-page normalization,meets target,Hadrian; Antoninus Pius,Roman Empire,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,7
25,CE,628,February,Khosrow II was overthrown by his son. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Middle East,FEB-25-0628-02,political,"Khosrow II, the last great Shah of the Sasanian Empire (Iran), is overthrown by his son Kavadh II.","Khosrow II, the last great Shah of the Sasanian Empire (Iran), is overthrown by his son Kavadh II.",25 February 628 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 628",Wikipedia — February 25,,exact,Dynastic overthrow,Iran,Gregorian calendar date-page normalization,meets target,Khosrow II; Kavadh II,Sasanian Empire,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
25,CE,1836,February,Samuel Colt was granted a United States patent for his revolver firearm. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-25-1836-03,technology,Samuel Colt is granted a United States patent for his revolver firearm.,Samuel Colt is granted a United States patent for his revolver firearm.,25 February 1836 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1836",Wikipedia — February 25,,exact,Firearms patent,United States,Gregorian calendar date-page normalization,meets target,Samuel Colt,Colt revolver,global,Wikipedia date-page; single-source verification,20,verified—single source,20,7
25,CE,1843,February,Paulet occupied Hawaii in the name of Great Britain. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Oceania,FEB-25-1843-04,political,Lord George Paulet occupies the Kingdom of Hawaii in the name of Great Britain in the Paulet affair.,Lord George Paulet occupies the Kingdom of Hawaii in the name of Great Britain in the Paulet affair.,25 February 1843 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1843",Wikipedia — February 25,,exact,Occupation,United Kingdom;United States,Gregorian calendar date-page normalization,meets target,Lord George Paulet,Kingdom of Hawaii,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,7
25,CE,1870,February,Revels became the first African American to sit in Congress. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-25-1870-05,social_history,"Hiram Rhodes Revels, a Republican from Mississippi, is sworn into the United States Senate, becoming the first African American ever to sit in Congress.","Hiram Rhodes Revels, a Republican from Mississippi, is sworn into the United States Senate, becoming the first African American ever to sit in Congress.",25 February 1870 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1870",Wikipedia — February 25,,exact,African American representation,United States,Gregorian calendar date-page normalization,meets target,Hiram Rhodes Revels,United States Senate,national,Wikipedia date-page; single-source verification,20,verified—single source,20,9
25,CE,1875,February,The Guangxu Emperor began his reign under Cixi's regency. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-25-1875-06,political,"Guangxu Emperor of Qing dynasty China begins his reign, under Empress Dowager Cixi's regency.","Guangxu Emperor of Qing dynasty China begins his reign, under Empress Dowager Cixi's regency.",25 February 1875 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1875",Wikipedia — February 25,,exact,Imperial reign,China,Gregorian calendar date-page normalization,meets target,Guangxu Emperor; Empress Dowager Cixi,Qing dynasty,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
25,CE,1916,February,A German unit captured Fort Douaumont without a fight. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-25-1916-07,war,"World War I: In the Battle of Verdun, a German unit captures Fort Douaumont, keystone of the French defences, without a fight.","World War I: In the Battle of Verdun, a German unit captures Fort Douaumont, keystone of the French defences, without a fight.",25 February 1916 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,Douaumont,"Not separately stated; listed as February 25, 1916",Wikipedia — February 25,,exact,Battle of Verdun,France,Gregorian calendar date-page normalization,meets target,,World War I,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
25,CE,1921,February,Russian forces captured Tbilisi after heavy fighting. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-25-1921-08,war,Georgian capital Tbilisi falls to the invading Russian forces after heavy fighting and the Russians declare the Georgian Soviet Socialist Republic.,Georgian capital Tbilisi falls to the invading Russian forces after heavy fighting and the Russians declare the Georgian Soviet Socialist Republic.,25 February 1921 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,Tbilisi,"Not separately stated; listed as February 25, 1921",Wikipedia — February 25,,exact,Soviet conquest,Georgia,Gregorian calendar date-page normalization,meets target,,Georgian Soviet Socialist Republic,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
25,CE,1932,February,"Hitler obtained German citizenship, enabling him to run for Reichspräsident. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Europe,FEB-25-1932-09,political,"Adolf Hitler, having been stateless for seven years, obtains German citizenship when he is appointed a Brunswick state official by Dietrich Klagges, a fellow Nazi. As a result, Hitler is able to run for Reichspräsident in the 1932 election.","Adolf Hitler, having been stateless for seven years, obtains German citizenship when he is appointed a Brunswick state official by Dietrich Klagges, a fellow Nazi. As a result, Hitler is able to run for Reichspräsident in the 1932 election.",25 February 1932 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1932",Wikipedia — February 25,,exact,Citizenship and electoral politics,Germany,Gregorian calendar date-page normalization,meets target,Adolf Hitler; Dietrich Klagges,Weimar Germany,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
25,CE,1933,February,The USS Ranger was the first purpose-built aircraft carrier commissioned by the US Navy. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-25-1933-10,technology,"Launch of the USS Ranger at Newport News, Virginia. It is the first purpose-built aircraft carrier to be commissioned by the US Navy.","Launch of the USS Ranger at Newport News, Virginia. It is the first purpose-built aircraft carrier to be commissioned by the US Navy.",25 February 1933 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,Newport News,"Not separately stated; listed as February 25, 1933",Wikipedia — February 25,,exact,Aircraft carrier,United States,Gregorian calendar date-page normalization,meets target,,USS Ranger,global,Wikipedia date-page; single-source verification,20,verified—single source,20,7
25,CE,1941,February,The Communist Party of the Netherlands organized a general strike against Nazi persecution of Dutch Jews. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-25-1941-11,social_history,The outlawed Communist Party of the Netherlands organises a general strike in German-occupied Amsterdam to protest against Nazi persecution of Dutch Jews.,The outlawed Communist Party of the Netherlands organises a general strike in German-occupied Amsterdam to protest against Nazi persecution of Dutch Jews.,25 February 1941 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,Amsterdam,"Not separately stated; listed as February 25, 1941",Wikipedia — February 25,,exact,Anti-persecution strike,Netherlands,Gregorian calendar date-page normalization,meets target,,German-occupied Amsterdam,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
25,CE,1947,February,The Allied Control Council formally proclaimed Prussia's abolition. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-25-1947-12,political,"The formal abolition of Prussia is proclaimed by the Allied Control Council, the Prussian government having already been abolished by the Preußenschlag of 1932.","The formal abolition of Prussia is proclaimed by the Allied Control Council, the Prussian government having already been abolished by the Preußenschlag of 1932.",25 February 1947 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1947",Wikipedia — February 25,,exact,Abolition of Prussia,Germany,Gregorian calendar date-page normalization,meets target,,Prussia,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
25,CE,1947,February,NKVD forces abducted Kovács and deported him to the USSR; the event was an important turning point in the Communist takeover of Hungary. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-25-1947-13,political,Soviet NKVD forces in Hungary abduct Béla Kovács—secretary-general of the majority Independent Smallholders' Party—and deport him to the USSR in defiance of Parliament. His arrest is an important turning point in the Communist takeover of Hungary.,Soviet NKVD forces in Hungary abduct Béla Kovács—secretary-general of the majority Independent Smallholders' Party—and deport him to the USSR in defiance of Parliament. His arrest is an important turning point in the Communist takeover of Hungary.,25 February 1947 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1947",Wikipedia — February 25,,exact,Communist takeover,Hungary;Soviet Union,Gregorian calendar date-page normalization,meets target,Béla Kovács,Hungarian Communist takeover,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
25,CE,1948,February,The Communist Party of Czechoslovakia took control of the government in a coup. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-25-1948-14,political,"In a coup d'état led by Klement Gottwald, the Communist Party of Czechoslovakia takes control of government in Prague to end the Third Czechoslovak Republic.","In a coup d'état led by Klement Gottwald, the Communist Party of Czechoslovakia takes control of government in Prague to end the Third Czechoslovak Republic.",25 February 1948 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,Prague,"Not separately stated; listed as February 25, 1948",Wikipedia — February 25,,exact,Czechoslovak coup,Czech Republic,Gregorian calendar date-page normalization,meets target,Klement Gottwald,Third Czechoslovak Republic,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
25,CE,1956,February,Khrushchev denounced Stalin in his speech On the Cult of Personality and Its Consequences. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-25-1956-15,political,"In his speech On the Cult of Personality and Its Consequences, Nikita Khrushchev, leader of the Soviet Union, denounces Stalin.","In his speech On the Cult of Personality and Its Consequences, Nikita Khrushchev, leader of the Soviet Union, denounces Stalin.",25 February 1956 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1956",Wikipedia — February 25,,exact,De-Stalinization,Soviet Union,Gregorian calendar date-page normalization,meets target,Nikita Khrushchev; Joseph Stalin,Soviet Union,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
25,CE,1980,February,The government of Suriname was overthrown by a military coup. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-25-1980-16,political,The government of Suriname is overthrown by a military coup led by Dési Bouterse.,The government of Suriname is overthrown by a military coup led by Dési Bouterse.,25 February 1980 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1980",Wikipedia — February 25,,exact,Military coup,Suriname,Gregorian calendar date-page normalization,meets target,Dési Bouterse,Government of Suriname,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
25,CE,1986,February,Marcos fled the Philippines after 20 years of rule; Aquino became the country's first female president. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-25-1986-17,political,People Power Revolution: President of the Philippines Ferdinand Marcos flees the nation after 20 years of rule; Corazon Aquino becomes the Philippines' first female president.,People Power Revolution: President of the Philippines Ferdinand Marcos flees the nation after 20 years of rule; Corazon Aquino becomes the Philippines' first female president.,25 February 1986 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1986",Wikipedia — February 25,,exact,People Power Revolution,Philippines,Gregorian calendar date-page normalization,meets target,Ferdinand Marcos; Corazon Aquino,Philippine government,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
25,CE,1991,February,The Warsaw Pact was disbanded at a meeting of its members. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-25-1991-18,political,Disbandment of the Warsaw Pact at a meeting of its members in Budapest.,Disbandment of the Warsaw Pact at a meeting of its members in Budapest.,25 February 1991 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,Budapest,"Not separately stated; listed as February 25, 1991",Wikipedia — February 25,,exact,Alliance dissolution,Hungary,Gregorian calendar date-page normalization,meets target,,Warsaw Pact,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
25,CE,1994,February,Goldstein killed 29 people and injured over 100 before being disarmed and beaten to death by survivors. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Middle East,FEB-25-1994-19,social_history,"American-Israeli extremist Baruch Goldstein commits a mass shooting at the Cave of the Patriarchs mausoleum, leaving 29 dead and over 100 injured before he is disarmed and beaten to death by survivors.","American-Israeli extremist Baruch Goldstein commits a mass shooting at the Cave of the Patriarchs mausoleum, leaving 29 dead and over 100 injured before he is disarmed and beaten to death by survivors.",25 February 1994 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,,"Not separately stated; listed as February 25, 1994",Wikipedia — February 25,,exact,Mass shooting,Israel,Gregorian calendar date-page normalization,meets target,Baruch Goldstein,Cave of the Patriarchs,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
25,CE,2009,February,"The mutiny resulted in 74 deaths, including 57 army officials. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Asia,FEB-25-2009-20,war,"Soldiers of the Bangladesh Rifles mutiny at their headquarters in Pilkhana, Dhaka, Bangladesh, resulting in 74 deaths, including 57 army officials.","Soldiers of the Bangladesh Rifles mutiny at their headquarters in Pilkhana, Dhaka, Bangladesh, resulting in 74 deaths, including 57 army officials.",25 February 2009 CE,https://en.wikipedia.org/wiki/February_25,,--02-25,Dhaka,"Not separately stated; listed as February 25, 2009",Wikipedia — February 25,,exact,Military mutiny,Bangladesh,Gregorian calendar date-page normalization,meets target,,Bangladesh Rifles,national,Wikipedia date-page; single-source verification,20,verified—single source,20,7
26,CE,747,February,According to Ptolemy; used by historians to establish modern BC chronology. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Middle East,FEB-26-0747-01,other,"According to Ptolemy, the epoch (origin) of the Nabonassar Era began at noon on this date. Historians use this to establish the modern BC chronology for dating historic events.","According to Ptolemy, the epoch (origin) of the Nabonassar Era began at noon on this date. Historians use this to establish the modern BC chronology for dating historic events.",26 February 747 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 747",Wikipedia — February 26,,traditional,Nabonassar Era chronology,,Gregorian calendar date-page normalization,meets target,Ptolemy,Nabonassar Era,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
26,CE,1266,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-26-1266-02,war,"Battle of Benevento: An army led by Charles, Count of Anjou, defeats a combined German and Sicilian force led by Manfred, King of Sicily. Manfred is killed in the battle and Pope Clement IV invests Charles as king of Sicily and Naples.","Battle of Benevento: An army led by Charles, Count of Anjou, defeats a combined German and Sicilian force led by Manfred, King of Sicily. Manfred is killed in the battle and Pope Clement IV invests Charles as king of Sicily and Naples.",26 February 1266 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,Benevento,"Not separately stated; listed as February 26, 1266",Wikipedia — February 26,,exact,Battle of Benevento,Italy,Gregorian calendar date-page normalization,meets target,"Charles, Count of Anjou; Manfred; Pope Clement IV",Kingdom of Sicily,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
26,CE,1606,February,The expedition mistakenly identified Australia as part of New Guinea. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Oceania,FEB-26-1606-03,exploration,"The Janszoon voyage of 1605–06 becomes the first European expedition to set foot on Australia, although it is mistaken as a part of New Guinea.","The Janszoon voyage of 1605–06 becomes the first European expedition to set foot on Australia, although it is mistaken as a part of New Guinea.",26 February 1606 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1606",Wikipedia — February 26,,exact,European landing in Australia,Australia,Gregorian calendar date-page normalization,meets target,,Janszoon voyage,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1616,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-26-1616-04,religion,Galileo Galilei is formally banned by the Roman Catholic Church from teaching or defending the view that the earth orbits the sun.,Galileo Galilei is formally banned by the Roman Catholic Church from teaching or defending the view that the earth orbits the sun.,26 February 1616 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1616",Wikipedia — February 26,,exact,Galileo prohibition,Italy; Vatican City,Gregorian calendar date-page normalization,meets target,Galileo Galilei,Roman Catholic Church,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1802,February,"French author, poet, and playwright. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Europe,FEB-26-1802-19,birth,"Victor Hugo, French author, poet, and playwright (died 1885)","Victor Hugo, French author, poet, and playwright (died 1885)",26 February 1802 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1802",Wikipedia — February 26,,exact,Birth of Victor Hugo,France,Gregorian calendar date-page normalization,meets target,Victor Hugo,Victor Hugo,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
26,CE,1815,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-26-1815-05,political,Napoleon Bonaparte escapes from exile on the island of Elba.,Napoleon Bonaparte escapes from exile on the island of Elba.,26 February 1815 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,Elba,"Not separately stated; listed as February 26, 1815",Wikipedia — February 26,,exact,Napoleon's escape from Elba,France; Italy,Gregorian calendar date-page normalization,meets target,Napoleon Bonaparte,First French Empire,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1876,February,"The treaty granted Japanese extraterritoriality rights, opened three Korean ports, and ended Korea's tributary status to Qing China. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Asia,FEB-26-1876-06,political,"Japan and Korea sign the Treaty of Kangwha, which grants Japanese citizens extraterritoriality rights in Korea, opens three Korean ports to Japanese trade, and ends Korea's status as a tributary state of Qing dynasty China.","Japan and Korea sign the Treaty of Kangwha, which grants Japanese citizens extraterritoriality rights in Korea, opens three Korean ports to Japanese trade, and ends Korea's status as a tributary state of Qing dynasty China.",26 February 1876 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1876",Wikipedia — February 26,,exact,Treaty of Kangwha,Japan; South Korea; China,Gregorian calendar date-page normalization,meets target,,Japan-Korea relations,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1909,February,Described as the first successful color motion picture process. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-26-1909-07,technology,"Kinemacolor, the first successful color motion picture process, is first shown to the general public at the Palace Theatre in London.","Kinemacolor, the first successful color motion picture process, is first shown to the general public at the Palace Theatre in London.",26 February 1909 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,London,"Not separately stated; listed as February 26, 1909",Wikipedia — February 26,,exact,Kinemacolor demonstration,United Kingdom,Gregorian calendar date-page normalization,meets target,,Kinemacolor,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
26,CE,1919,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-26-1919-08,social_history,President Woodrow Wilson signs an act of Congress establishing the Grand Canyon National Park.,President Woodrow Wilson signs an act of Congress establishing the Grand Canyon National Park.,26 February 1919 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1919",Wikipedia — February 26,,exact,Grand Canyon National Park established,United States,Gregorian calendar date-page normalization,meets target,Woodrow Wilson,Grand Canyon National Park,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
26,CE,1935,February,The order violated the provisions of the Treaty of Versailles. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-26-1935-09,war,"Adolf Hitler orders the Luftwaffe to be re-formed, violating the provisions of the Treaty of Versailles.","Adolf Hitler orders the Luftwaffe to be re-formed, violating the provisions of the Treaty of Versailles.",26 February 1935 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1935",Wikipedia — February 26,,exact,Luftwaffe re-formed,Germany,Gregorian calendar date-page normalization,meets target,Adolf Hitler,Luftwaffe,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1935,February,The demonstration led directly to the development of radar in the United Kingdom. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Europe,FEB-26-1935-10,science,Robert Watson-Watt carries out a demonstration near Daventry which leads directly to the development of radar in the United Kingdom.,Robert Watson-Watt carries out a demonstration near Daventry which leads directly to the development of radar in the United Kingdom.,26 February 1935 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,Daventry,"Not separately stated; listed as February 26, 1935",Wikipedia — February 26,,exact,Radar demonstration,United Kingdom,Gregorian calendar date-page normalization,meets target,Robert Watson-Watt,Radar development,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1936,February,The rebellion ended three days later. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-26-1936-11,political,"In the February 26 Incident, young nationalist Japanese military officers assassinate multiple cabinet statesmen and start a rebellion in downtown Tokyo, which is ended 3 days later.","In the February 26 Incident, young nationalist Japanese military officers assassinate multiple cabinet statesmen and start a rebellion in downtown Tokyo, which is ended 3 days later.",26 February 1936 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,Tokyo,"Not separately stated; listed as February 26, 1936",Wikipedia — February 26,,exact,February 26 Incident,Japan,Gregorian calendar date-page normalization,meets target,Young nationalist Japanese military officers,Japanese military rebellion,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1945,February,Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-26-1945-12,war,World War II: US troops reclaim the Philippine island of Corregidor from the Japanese.,World War II: US troops reclaim the Philippine island of Corregidor from the Japanese.,26 February 1945 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,Corregidor,"Not separately stated; listed as February 26, 1945",Wikipedia — February 26,,exact,Recapture of Corregidor,Philippines; Japan; United States,Gregorian calendar date-page normalization,meets target,,World War II,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1946,February,Egyptian-American chemist and Nobel Prize laureate. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,multi-regional,FEB-26-1946-20,birth,"Ahmed Zewail, Egyptian-American chemist and academic, Nobel Prize laureate (died 2016)","Ahmed Zewail, Egyptian-American chemist and academic, Nobel Prize laureate (died 2016)",26 February 1946 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1946",Wikipedia — February 26,,exact,Birth of Ahmed Zewail,Egypt; United States,Gregorian calendar date-page normalization,meets target,Ahmed Zewail,Ahmed Zewail,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
26,CE,1966,February,Described as the first flight of the Saturn IB rocket. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Polar,FEB-26-1966-13,space,"Apollo program: Launch of AS-201, the first flight of the Saturn IB rocket.","Apollo program: Launch of AS-201, the first flight of the Saturn IB rocket.",26 February 1966 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1966",Wikipedia — February 26,,exact,AS-201 launch,United States,Gregorian calendar date-page normalization,meets target,,Apollo program,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
26,CE,1980,February,Egypt and Israel established full diplomatic relations. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Middle East,FEB-26-1980-14,independence,Egypt and Israel establish full diplomatic relations.,Egypt and Israel establish full diplomatic relations.,26 February 1980 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1980",Wikipedia — February 26,,exact,Egypt-Israel diplomatic relations,Egypt; Israel,Gregorian calendar date-page normalization,meets target,,Egypt-Israel relations,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1992,February,"The entry states that Armenian armed forces opened fire on Azeri civilians, leaving hundreds dead. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.",Asia,FEB-26-1992-15,war,First Nagorno-Karabakh War: Khojaly Massacre: Armenian armed forces open fire on Azeri civilians at a military post outside the town of Khojaly leaving hundreds dead.,First Nagorno-Karabakh War: Khojaly Massacre: Armenian armed forces open fire on Azeri civilians at a military post outside the town of Khojaly leaving hundreds dead.,26 February 1992 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,Khojaly,"Not separately stated; listed as February 26, 1992",Wikipedia — February 26,,exact,Khojaly Massacre,Azerbaijan; Armenia,Gregorian calendar date-page normalization,meets target,,First Nagorno-Karabakh War,regional,Wikipedia date-page; single-source verification,20,verified—single source,20,8
26,CE,1993,February,Six people were killed and over a thousand injured. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Americas,FEB-26-1993-16,disaster,"World Trade Center bombing: In New York City, a truck bomb parked below the North Tower of the World Trade Center explodes, killing six and injuring over a thousand people.","World Trade Center bombing: In New York City, a truck bomb parked below the North Tower of the World Trade Center explodes, killing six and injuring over a thousand people.",26 February 1993 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,New York City,"Not separately stated; listed as February 26, 1993",Wikipedia — February 26,,exact,World Trade Center bombing,United States,Gregorian calendar date-page normalization,meets target,,World Trade Center,global,Wikipedia date-page; single-source verification,20,verified—single source,20,9
26,CE,1995,February,The collapse followed $1.4 billion in speculative losses. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,multi-regional,FEB-26-1995-17,economics,"The UK's oldest investment banking institute, Barings Bank, collapses after a rogue securities broker Nick Leeson loses $1.4 billion by speculating on the Singapore International Monetary Exchange using futures contracts.","The UK's oldest investment banking institute, Barings Bank, collapses after a rogue securities broker Nick Leeson loses $1.4 billion by speculating on the Singapore International Monetary Exchange using futures contracts.",26 February 1995 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,,"Not separately stated; listed as February 26, 1995",Wikipedia — February 26,,exact,Barings Bank collapse,United Kingdom; Singapore,Gregorian calendar date-page normalization,meets target,Nick Leeson,Barings Bank,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
26,CE,2008,February,Described as the first such event to take place in North Korea. Listed under this Gregorian calendar date; original historical calendar/date is not separately stated by the source.,Asia,FEB-26-2008-18,literature_culture,"The New York Philharmonic performs in Pyongyang, North Korea; this was the first such event to take place in North Korea.","The New York Philharmonic performs in Pyongyang, North Korea; this was the first such event to take place in North Korea.",26 February 2008 CE,https://en.wikipedia.org/wiki/February_26,,--02-26,Pyongyang,"Not separately stated; listed as February 26, 2008",Wikipedia — February 26,,exact,New York Philharmonic in Pyongyang,United States; North Korea,Gregorian calendar date-page normalization,meets target,,New York Philharmonic,global,Wikipedia date-page; single-source verification,20,verified—single source,20,8
