Day,Era,Year,Month,Notes,Region,Event ID,Event type,Description,Event title,Date display,Source 1 URL,Calendar date,Original date,Source 1 name,Date certainty,Event category,Modern country,Calendar system,Coverage status,Significance scope,Source reliability,Target event count,Verification status,Verified event count,Historical significance score
24,CE,1499,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-24-04-1499,conflict,"On March 24, 1499, Edward Stafford, 2nd Earl of Wiltshire, English nobleman (born 1470) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Edward Stafford,1499 CE,https://en.wikipedia.org/wiki/March_24,March 24,"March 24, 1499","Wikipedia, March 24",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
24,CE,1829,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-24-06-1829,political event,"On March 24, 1829, The Parliament of the United Kingdom passes the Roman Catholic Relief Act 1829, allowing Catholics to serve in Parliament. This event is included in the documented historical-events chronology for this calendar date.",The Parliament of the United Kingdom passes the Roman Catholic Relief Act 1829,1829 CE,https://en.wikipedia.org/wiki/March_24,March 24,"March 24, 1829","Wikipedia, March 24",documented date,politics and governance,United Kingdom,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
24,CE,1860,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-24-07-1860,historical event,"On March 24, 1860, Sakuradamon Incident: Japanese chief minister (Tairō) Ii Naosuke is assassinated by rōnin samurai outside the Sakurada Gate of Edo Castle. This event is included in the documented historical-events chronology for this calendar date.",Sakuradamon Incident,1860 CE,https://en.wikipedia.org/wiki/March_24,March 24,"March 24, 1860","Wikipedia, March 24",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
24,CE,1939,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-24-05-1939,conflict,The 1939 Liechtenstein putsch takes place; approximately 40 members of the VBDL starting from Nendeln march towards Vaduz with the intention of overthrowing the government and provoking Liechtenstein's annexation into Germany.,The 1939 Liechtenstein putsch takes place,1939 CE,https://en.wikipedia.org/wiki/March_24,March 24,"March 24, 1939","Wikipedia, March 24",documented date,military,Germany,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,54
24,CE,1982,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-24-03-1982,conflict,"On March 24, 1982, Bangladeshi President Abdus Sattar is deposed in a bloodless coup led by Army Chief Lieutenant general Hussain Muhammad Ershad, who suspends the Constitution and imposes martial law. This event is included in the documented historical-events chronology for this calendar date.",Bangladeshi President Abdus Sattar is deposed in a bloodless coup led by Army Chief Lieutenant general Hussain Muhammad Ershad,1982 CE,https://en.wikipedia.org/wiki/March_24,March 24,"March 24, 1982","Wikipedia, March 24",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,61
24,CE,1990,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-24-08-1990,conflict,"On March 24, 1990, Indian intervention in the Sri Lankan Civil War ends with the last ship of Indian Peace Keeping Force leaving Sri Lanka. This event is included in the documented historical-events chronology for this calendar date.",Indian intervention in the Sri Lankan Civil War ends with the last ship of Indian Peace Keeping Force leaving Sri Lanka.,1990 CE,https://en.wikipedia.org/wiki/March_24,March 24,"March 24, 1990","Wikipedia, March 24",documented date,military,Sri Lanka,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
24,CE,1999,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-24-01-1999,conflict,"On March 24, 1999, Kosovo War: NATO begins attacks on Yugoslavia without United Nations Security Council (UNSC) approval, marking the first time NATO has attacked a sovereign country. This event is included in the documented historical-events chronology for this calendar date.",Kosovo War,1999 CE,https://en.wikipedia.org/wiki/March_24,March 24,"March 24, 1999","Wikipedia, March 24",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,76
25,CE,410,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-15-0410,historical event,"On March 25, 410, The Southern Yan capital of Guanggu falls to the Jin dynasty general Liu Yu, ending the Southern Yan dynasty. This event is included in the documented historical-events chronology for this calendar date.",The Southern Yan capital of Guanggu falls to the Jin dynasty general Liu Yu,410 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 410","Wikipedia, March 25",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
25,CE,421,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-03-0421,cultural event,"On March 25, 421, Italian city Venice is founded with the dedication of the first church, that of San Giacomo di Rialto on the islet of Rialto. This event is included in the documented historical-events chronology for this calendar date.",Italian city Venice is founded with the dedication of the first church,421 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 421","Wikipedia, March 25",documented date,culture and society,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,63
25,CE,708,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-16-0708,political event,"On March 25, 708, Election of Pope Constantine following the death of Pope Sisinnius. He would be the last pope to visit Constantinople until 1967. This event is included in the documented historical-events chronology for this calendar date.",Election of Pope Constantine following the death of Pope Sisinnius. He would be the last pope to visit Constantinople until 1967.,708 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 708","Wikipedia, March 25",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
25,CE,717,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-05-0717,historical event,"On March 25, 717, Theodosius III resigns the throne to the Byzantine Empire to enter a monastery, allowing Leo III to take the throne and begin the Isaurian dynasty. This event is included in the documented historical-events chronology for this calendar date.",Theodosius III resigns the throne to the Byzantine Empire to enter a monastery,717 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 717","Wikipedia, March 25",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,62
25,CE,908,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-17-0908,historical event,"On March 25, 908, Li Kening, Chinese general This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Li Kening,908 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 908","Wikipedia, March 25",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
25,CE,919,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-18-0919,political event,"On March 25, 919, Romanos Lekapenos seizes the Boukoleon Palace in Constantinople and becomes regent of the Byzantine emperor Constantine VII. This event is included in the documented historical-events chronology for this calendar date.",Romanos Lekapenos seizes the Boukoleon Palace in Constantinople and becomes regent of the Byzantine emperor Constantine VII.,919 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 919","Wikipedia, March 25",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
25,CE,940,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-19-0940,historical event,"On March 25, 940, Taira no Masakado, Japanese samurai This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Taira no Masakado,940 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 940","Wikipedia, March 25",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
25,CE,990,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-20-0990,historical event,"On March 25, 990, Nicodemus of Mammola, Italian monk and saint This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Nicodemus of Mammola,990 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 990","Wikipedia, March 25",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
25,CE,1221,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-06-1221,political event,"On March 25, 1221, Coronation of Robert of Courtenay as Emperor of the Latin Empire. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Coronation of Robert of Courtenay as Emperor of the Latin Empire.,1221 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1221","Wikipedia, March 25",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,62
25,CE,1297,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-10-1297,historical event,"On March 25, 1297, Arnošt of Pardubice, the first Bohemian archbishop (died 1364) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Arnošt of Pardubice,1297 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1297","Wikipedia, March 25",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
25,CE,1410,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-25-01-1410,conflict,"On March 25, 1410, The Yongle Emperor of Ming China launches the first of his military campaigns against the Mongols, resulting in the fall of the Mongol khan Bunyashiri. This event is included in the documented historical-events chronology for this calendar date.",The Yongle Emperor of Ming China launches the first of his military campaigns against the Mongols,1410 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1410","Wikipedia, March 25",documented date,military,China,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,64
25,CE,1519,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-08-1519,historical event,"On March 25, 1519, Hernán Cortés, entering province of Tabasco, defeats Tabascan Indians. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Hernán Cortés,1519 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1519","Wikipedia, March 25",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,57
25,CE,1776,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-07-1776,conflict,"On March 25, 1776, American Revolutionary War: American Patriots conduct a Raid on Tybee Island, primarily seeking to capture runaway slaves who sought refuge with British forces stationed there. This event is included in the documented historical-events chronology for this calendar date.",American Revolutionary War,1776 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1776","Wikipedia, March 25",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,62
25,CE,1802,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-25-04-1802,political event,"On March 25, 1802, The Treaty of Amiens is signed as a ""Definitive Treaty of Peace"" between France and the United Kingdom. This event is included in the documented historical-events chronology for this calendar date.","The Treaty of Amiens is signed as a ""Definitive Treaty of Peace"" between France and the United Kingdom.",1802 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1802","Wikipedia, March 25",documented date,politics and governance,France,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,63
25,CE,1807,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-14-1807,historical event,"On March 25, 1807, The Swansea and Mumbles Railway, then known as the Oystermouth Railway, becomes the first passenger-carrying railway in the world. This event is included in the documented historical-events chronology for this calendar date.",The Swansea and Mumbles Railway,1807 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1807","Wikipedia, March 25",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
25,CE,1821,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-02-1821,conflict,"On March 25, 1821, Greek War of Independence: Traditional date of the start of the Greek War of Independence. The war had actually begun on 23 February 1821 (Julian calendar). This event is included in the documented historical-events chronology for this calendar date.",Greek War of Independence,1821 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1821","Wikipedia, March 25",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,64
25,CE,1917,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-25-13-1917,cultural event,"On March 25, 1917, The Georgian Orthodox Church restores its autocephaly abolished by Imperial Russia in 1811. This event is included in the documented historical-events chronology for this calendar date.",The Georgian Orthodox Church restores its autocephaly abolished by Imperial Russia in 1811.,1917 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1917","Wikipedia, March 25",documented date,culture and society,Russia,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,53
25,CE,1957,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-25-09-1957,historical event,"On March 25, 1957, The European Economic Community is established with West Germany, France, Italy, Belgium, Netherlands and Luxembourg as the first members. This event is included in the documented historical-events chronology for this calendar date.",The European Economic Community is established with West Germany,1957 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1957","Wikipedia, March 25",documented date,general history,Belgium,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,57
25,CE,1979,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-11-1979,discovery,"On March 25, 1979, The first fully functional Space Shuttle orbiter, Columbia, is delivered to the John F. Kennedy Space Center to be prepared for its first launch. This event is included in the documented historical-events chronology for this calendar date.",The first fully functional Space Shuttle orbiter,1979 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1979","Wikipedia, March 25",documented date,science and technology,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
25,CE,1995,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-25-12-1995,conflict,"On March 25, 1995, WikiWikiWeb, the world's first wiki, and part of the Portland Pattern Repository, is made public by Ward Cunningham. This event is included in the documented historical-events chronology for this calendar date.",WikiWikiWeb,1995 CE,https://en.wikipedia.org/wiki/March_25,March 25,"March 25, 1995","Wikipedia, March 25",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
26,CE,590,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-15-0590,political event,"On March 26, 590, Emperor Maurice proclaims his son Theodosius as co-emperor of the Byzantine Empire. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Emperor Maurice proclaims his son Theodosius as co-emperor of the Byzantine Empire.,590 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 590","Wikipedia, March 26",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
26,CE,624,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-16-0624,historical event,"On March 26, 624, First Eid al-Fitr celebration. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",First Eid al-Fitr celebration.,624 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 624","Wikipedia, March 26",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
26,CE,752,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-20-0752,political event,"On March 26, 752, Election of Pope Stephen II following the death of Pope Zachary. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Election of Pope Stephen II following the death of Pope Zachary.,752 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 752","Wikipedia, March 26",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
26,CE,903,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-06-0903,conflict,"On March 26, 903, Sugawara no Michizane, Japanese poet This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence. The cited date-page entry records this occurrence.",Sugawara no Michizane,903 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 903","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
26,CE,929,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-07-0929,conflict,"On March 26, 929, Wang Du, Chinese warlord and governor (jiedushi) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Wang Du,929 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 929","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
26,CE,1244,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-04-1244,political event,"On March 26, 1244, The crown of Aragon and the crown of Castile agree in the Treaty of Almizra on the limits of their respective expansion into al-Andalus. This event is included in the documented historical-events chronology for this calendar date.",The crown of Aragon and the crown of Castile agree in the Treaty of Almizra on the limits of their respective expansion into al-Andalus.,1244 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1244","Wikipedia, March 26",documented date,politics and governance,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,62
26,CE,1326,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-11-1326,historical event,"On March 26, 1326, Alessandra Giliani, anatomist (born c. 1307) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Alessandra Giliani,1326 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1326","Wikipedia, March 26",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,59
26,CE,1344,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-17-1344,conflict,"On March 26, 1344, The Siege of Algeciras, one of the first European military engagements where gunpowder was used, comes to an end. This event is included in the documented historical-events chronology for this calendar date.",The Siege of Algeciras,1344 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1344","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
26,CE,1351,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-13-1351,historical event,"On March 26, 1351, Combat of the Thirty: Thirty Breton knights call out and defeat thirty English knights. This event is included in the documented historical-events chronology for this calendar date.",Combat of the Thirty,1351 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1351","Wikipedia, March 26",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,57
26,CE,1402,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-08-1402,conflict,"On March 26, 1402, David Stewart, Duke of Rothesay, heir to the throne of Scotland (born 1378) This event is included in the documented historical-events chronology for this calendar date.",David Stewart,1402 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1402","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
26,CE,1437,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-09-1437,conflict,"On March 26, 1437, Walter Stewart, Earl of Atholl, Scottish nobleman and regicide This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Walter Stewart,1437 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1437","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
26,CE,1636,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-26-10-1636,cultural event,"On March 26, 1636, Utrecht University is founded in the Netherlands. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Utrecht University is founded in the Netherlands.,1636 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1636","Wikipedia, March 26",documented date,culture and society,Netherlands,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,60
26,CE,1640,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Europe,EVT-MAR-26-12-1640,cultural event,"On March 26, 1640, The Royal Academy of Turku, the first university of Finland, is founded in the city of Turku by Queen Christina of Sweden at the proposal of Count Per Brahe. This event is included in the documented historical-events chronology for this calendar date.",The Royal Academy of Turku,1640 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1640","Wikipedia, March 26",documented date,culture and society,Finland,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,58
26,CE,1726,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-18-1726,conflict,"On March 26, 1726, John Vanbrugh, English playwright and architect, designed Blenheim Palace and Castle Howard (born 1664) This event is included in the documented historical-events chronology for this calendar date.",John Vanbrugh,1726 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1726","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
26,CE,1913,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-19-1913,conflict,"On March 26, 1913, First Balkan War: Bulgarian forces capture Adrianople. This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",First Balkan War,1913 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1913","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,51
26,CE,1917,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-02-1917,conflict,"On March 26, 1917, World War I: First Battle of Gaza: British troops are halted after 17,000 Turks block their advance. This event is included in the documented historical-events chronology for this calendar date.",World War I,1917 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1917","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,66
26,CE,1945,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-03-1945,conflict,"On March 26, 1945, World War II: The Battle of Iwo Jima ends as the island is officially secured by American forces. This event is included in the documented historical-events chronology for this calendar date.",World War II,1945 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1945","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,66
26,CE,1971,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Asia,EVT-MAR-26-01-1971,conflict,"On March 26, 1971, East Pakistan, then a province of Pakistan, declares its independence from Pakistan to form Bangladesh; the Bangladesh War of Independence begins. This event is included in the documented historical-events chronology for this calendar date.",East Pakistan,1971 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1971","Wikipedia, March 26",documented date,military,Bangladesh,Gregorian date-page convention,target met,international,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,74
26,CE,1979,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,Africa,EVT-MAR-26-14-1979,conflict,"On March 26, 1979, Anwar al-Sadat, Menachem Begin and Jimmy Carter sign the Egypt–Israel peace treaty in Washington, D.C. This event is included in the documented historical-events chronology for this calendar date.",Anwar al-Sadat,1979 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1979","Wikipedia, March 26",documented date,military,Egypt,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,57
26,CE,1998,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-26-05-1998,conflict,"On March 26, 1998, During the Algerian Civil War, the Oued Bouaicha massacre sees fifty-two people, mostly infants, killed with axes and knives. This event is included in the documented historical-events chronology for this calendar date.",During the Algerian Civil War,1998 CE,https://en.wikipedia.org/wiki/March_26,March 26,"March 26, 1998","Wikipedia, March 26",documented date,military,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,61
27,CE,710,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-19-0710,historical event,"On March 27, 710, Rupert of Salzburg, Austrian bishop and saint (born 660) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Rupert of Salzburg,710 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 710","Wikipedia, March 27",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
27,CE,853,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-20-0853,historical event,"On March 27, 853, Haymo of Halberstadt, German bishop and author (born 778) This event is included in the documented historical-events chronology for this calendar date. The cited date-page entry records this occurrence.",Haymo of Halberstadt,853 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 853","Wikipedia, March 27",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,50
27,CE,1416,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-12-1416,historical event,"On March 27, 1416, Francis of Paola, Italian friar and saint, founded Order of the Minims (died 1507) This event is included in the documented historical-events chronology for this calendar date.",Francis of Paola,1416 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1416","Wikipedia, March 27",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,57
27,CE,1513,March,Selection limited to 1–2009 CE; original historical calendar is not specified by the cited date page.,,EVT-MAR-27-13-1513,historical event,"On March 27, 1513, Spanish explorer Juan Ponce de León reaches the northern end of The Bahamas on his first voyage to Florida. This event is included in the documented historical-events chronology for this calendar date.",Spanish explorer Juan Ponce de León reaches the northern end of The Bahamas on his first voyage to Florida.,1513 CE,https://en.wikipedia.org/wiki/March_27,March 27,"March 27, 1513","Wikipedia, March 27",documented date,general history,,Gregorian date-page convention,target met,regional,secondary reference; single-source date-page verification,20,verified against cited historical-events date page,20,56
